Game Title,Game Publisher,Game Platform,Game Genre,Game Release Date,Critic Score,User Score,Year
The Bradwell Conspiracy,A Brave Plan,PlayStation 4,Adventure/3D/First-Person,2019-10-08,67,6.0,2019.0
Trine 4: The Nightmare Prince,Maximum Games/Modus Games,PC,Action/Platformer/2D,2019-10-08,81,8.0,2019.0
Call of Cthulhu: The Official Video Game,Focus Home Interactive/Maximum Games,Switch,Role-Playing/Action Adventure/General/Survival,2019-10-08,68,7.3,2019.0
Asphalt 9: Legends,Gameloft,Switch,Racing/Arcade/Automobile,2019-10-08,61,6.5,2019.0
BurgerTime Party!,XSEED Games,Switch,Action/Arcade,2019-10-08,70,6.0,2019.0
Trine 4: The Nightmare Prince,Maximum Games/Modus Games,PlayStation 4,Action/Platformer/2D,2019-10-08,80,7.4,2019.0
Yooka-Laylee and the Impossible Lair,Team17,PlayStation 4,Action/Platformer/2D,2019-10-08,82,7.1,2019.0
GRID,Codemasters,PC,Racing/Simulation/Automobile,2019-10-08,74,5.3,2019.0
Indivisible,505 Games,Xbox One,Role-Playing/Action RPG,2019-10-08,82,6.2,2019.0
Concrete Genie,Pixel Opus/Sony Interactive Entertainment,PlayStation 4,Adventure/3D/Third-Person,2019-10-08,75,8.1,2019.0
Deliver Us The Moon: Fortuna,KeokeN Interactive,PC,Adventure/3D/Third-Person,2019-10-10,63,6.3,2019.0
Deliver Us The Moon,KeokeN Interactive,PC,Action Adventure/Adventure/General,2019-10-10,68,7.7,2019.0
Valfaris,Big Sugar Films/Big Sugar,Switch,Action/Platformer/2D,2019-10-10,79,8.1,2019.0
A Knight's Quest,Curve Digital,Switch,Action Adventure/General/Open-World,2019-10-10,59,5.2,2019.0
Asgard's Wrath,Oculus Studios,PC,Role-Playing/Action Adventure/General/Action RPG,2019-10-10,88,8.2,2019.0
Valfaris,Big Sugar Films/Big Sugar,PC,Action/Platformer/2D,2019-10-10,86,7.9,2019.0
AeternoBlade II,Corecell Technology,Switch,Action/Platformer/2D,2019-10-11,44,4.2,2019.0
Killer Queen Black,Liquid Bit/BumbleBear,Switch,Action/Action Adventure/General/Arcade,2019-10-11,83,8.1,2019.0
Frostpunk: Console Edition,11 bit studios,PlayStation 4,Strategy/Action Adventure/Management/Survival/Government,2019-10-11,87,8.0,2019.0
Frostpunk: Console Edition,11 bit studios,Xbox One,Strategy/Action Adventure/Management/Survival/Government,2019-10-11,84,8.2,2019.0
GRID,Codemasters,Xbox One,Racing/Simulation/Automobile,2019-10-11,79,5.3,2019.0
A Knight's Quest,Curve Digital,Xbox One,Action Adventure/General/Open-World,2019-10-11,62,4.8,2019.0
Doraemon: Story of Seasons,Bandai Namco Games,Switch,Strategy/Adventure/General/Management/Business / Tycoon,2019-10-11,75,7.6,2019.0
The Bradwell Conspiracy,A Brave Plan,Xbox One,Adventure/3D/First-Person,2019-10-11,55,8.0,2019.0
GRID,Codemasters,PlayStation 4,Racing/Simulation/Automobile,2019-10-11,73,6.0,2019.0
Baldur's Gate and Baldur's Gate II: Enhanced Editions,Skybound Games,PlayStation 4,Miscellaneous/Compilation,2019-10-15,81,6.4,2019.0
The Ninja Saviors: Return of the Warriors,Taito Corporation/ININ Games,Switch,Action/Beat-'Em-Up/2D,2019-10-15,79,7.8,2019.0
Children of Morta,Dead Mage Studio/Dead Mage,PlayStation 4,Role-Playing/Adventure/General/Action RPG,2019-10-15,80,8.4,2019.0
Disco Elysium,ZA/UM,PC,Role-Playing/General/Western-Style,2019-10-15,91,8.5,2019.0
Override: Mech City Brawl,Modus Games,Switch,Action/General,2019-10-15,62,tbd,2019.0
Outer Wilds,Annapurna Interactive,PlayStation 4,Action Adventure/Open-World,2019-10-15,82,7.8,2019.0
Children of Morta,Dead Mage,Xbox One,Role-Playing/Adventure/General/Action RPG,2019-10-15,80,8.3,2019.0
The Witcher 3: Wild Hunt - Complete Edition,Warner Bros. Interactive Entertainment/CD Projekt Red Studio,Switch,Role-Playing/Action RPG,2019-10-15,85,8.4,2019.0
Baldur's Gate and Baldur's Gate II: Enhanced Editions,Skybound Games,Switch,Miscellaneous/Compilation,2019-10-15,72,6.3,2019.0
The Ninja Saviors: Return of the Warriors,Taito Corporation/ININ Games,PlayStation 4,Action/Beat-'Em-Up/2D,2019-10-15,75,6.8,2019.0
Overwatch,Blizzard Entertainment,Switch,Action/Shooter/First-Person/Tactical,2019-10-15,73,6.0,2019.0
Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,Skybound Games,Switch,Miscellaneous/Compilation,2019-10-15,73,6.9,2019.0
Little Town Hero,Nintendo/Game Freak,Switch,Role-Playing/Japanese-Style,2019-10-16,64,4.7,2019.0
Stela,SkyBox Labs,Xbox One,Action/Platformer/2D,2019-10-17,73,6.9,2019.0
The Beast Inside,Movie Games S.A./Movie Games,PC,Action Adventure/Adventure/3D/Survival/First-Person,2019-10-17,74,7.5,2019.0
Little Big Workshop,HandyGames,PC,Strategy/Management/Business / Tycoon,2019-10-17,77,7.6,2019.0
Felix the Reaper,Daedalic Entertainment,Xbox One,Adventure/General,2019-10-17,69,7.1,2019.0
Travis Strikes Again: No More Heroes - Complete Edition,Marvelous Inc.,PlayStation 4,Action/Beat-'Em-Up/3D,2019-10-17,63,7.7,2019.0
Monkey King: Hero is Back,Oasis Games/THQ Nordic,PlayStation 4,Action/General,2019-10-17,61,6.5,2019.0
Felix the Reaper,Daedalic Entertainment,Switch,Adventure/General,2019-10-17,67,6.4,2019.0
Sega Ages: Ichidant-R,Sega,Switch,Miscellaneous/Party / Minigame,2019-10-17,70,tbd,2019.0
Felix the Reaper,Daedalic Entertainment,PC,Adventure/General,2019-10-17,71,7.3,2019.0
Stranded Sails: Explorers of the Cursed Islands,Merge Games/rokapublish,Switch,Action Adventure/General,2019-10-17,57,6.2,2019.0
Autonauts,Curve Digital,PC,Strategy/Management/Government,2019-10-17,80,7.8,2019.0
Ring Fit Adventure,Nintendo,Switch,Miscellaneous/Exercise / Fitness,2019-10-18,83,8.6,2019.0
Plants vs. Zombies: Battle for Neighborville,Electronic Arts,PlayStation 4,Action/Shooter/Third-Person/Tactical,2019-10-18,77,5.6,2019.0
Ice Age: Scrat's Nutty Adventure,Outright Games,PlayStation 4,Action Adventure/General,2019-10-18,55,5.2,2019.0
A Hat in Time,Gears for Breakfast/Humble Bundle,Switch,Action/Platformer/3D,2019-10-18,76,7.9,2019.0
Digimon Story Cyber Sleuth: Complete Edition,Bandai Namco Games,Switch,Miscellaneous/Compilation,2019-10-18,76,6.6,2019.0
Ice Age: Scrat's Nutty Adventure,Outright Games,Switch,Action Adventure/General,2019-10-18,49,4.4,2019.0
Plants vs. Zombies: Battle for Neighborville,Electronic Arts,PC,Action/Shooter/Third-Person/Tactical,2019-10-18,77,4.7,2019.0
Plants vs. Zombies: Battle for Neighborville,Electronic Arts,Xbox One,Action/Shooter/Third-Person/Tactical,2019-10-18,76,5.5,2019.0
StarBlox Inc.,IlluminationGames,Switch,Puzzle/Stacking,2019-10-18,71,6.8,2019.0
The Elder Scrolls Online: Dragonhold,ZeniMax Media,PC,Role-Playing/Massively Multiplayer,2019-10-21,81,5.0,2019.0
Mary Skelter 2,Idea Factory,Switch,Role-Playing/Roguelike/Japanese-Style,2019-10-22,75,7.8,2019.0
Destiny Connect: Tick-Tock Travelers,NIS America,Switch,Role-Playing/General,2019-10-22,57,6.1,2019.0
WWE 2K20,2K Games,PlayStation 4,Sports/Individual/Combat/Wrestling,2019-10-22,43,1.7,2019.0
Skullgirls: 2nd Encore,Lab Zero Games/Skybound Games,Switch,Action/Fighting/2D,2019-10-22,80,7.9,2019.0
WWE 2K20,2K Games,Xbox One,Sports/Individual/Combat/Wrestling,2019-10-22,45,1.3,2019.0
The Legend of Heroes: Trails of Cold Steel III,NIS America,PlayStation 4,Role-Playing/Japanese-Style,2019-10-22,82,8.7,2019.0
Tangle Tower,SFB Games,Switch,Action/Adventure/General,2019-10-22,85,7.6,2019.0
Moons of Madness,Funcom,PC,Action Adventure/Survival,2019-10-22,69,5.6,2019.0
Crossroads Inn,Klabater,PC,Strategy/Management/Business / Tycoon,2019-10-23,59,6.5,2019.0
Dark Devotion,Limited Run Games/Hibernian Workshop/The Arcade Crew,PlayStation 4,Action Adventure/General,2019-10-24,72,6.0,2019.0
Cat Quest II,PQube/The Gentlebros,Switch,Action/Role-Playing/General/Action RPG,2019-10-24,77,8.0,2019.0
Call of Duty: Modern Warfare,Activision,PlayStation 4,Action/Shooter/First-Person/Arcade,2019-10-25,80,3.6,2019.0
MediEvil,Sony Interactive Entertainment,PlayStation 4,Action Adventure/General,2019-10-25,67,8.1,2019.0
The Outer Worlds,Obsidian Entertainment/Private Division,Xbox One,Role-Playing/Western-Style,2019-10-25,85,8.2,2019.0
Call of Duty: Modern Warfare,Activision,PC,Action/Shooter/First-Person/Arcade,2019-10-25,81,2.7,2019.0
The Outer Worlds,Obsidian Entertainment/Private Division,PlayStation 4,Role-Playing/Western-Style,2019-10-25,85,8.0,2019.0
Call of Duty: Modern Warfare,Activision,Xbox One,Action/Shooter/First-Person/Arcade,2019-10-25,80,4.0,2019.0
The Outer Worlds,Obsidian Entertainment/Private Division,PC,Role-Playing/Western-Style,2019-10-25,82,7.3,2019.0
Disney Classic Games: Aladdin and the Lion King,Nighthawk Interactive,Xbox One,Miscellaneous/Compilation,2019-10-29,72,4.7,2019.0
Afterparty,Night School Studio,Xbox One,Adventure/General,2019-10-29,75,6.8,2019.0
Resident Evil 6,Capcom,Switch,Action Adventure/Survival,2019-10-29,68,8.0,2019.0
Vampyr,Focus Home Interactive,Switch,Role-Playing/Action RPG,2019-10-29,69,7.4,2019.0
Super Monkey Ball: Banana Blitz HD,Sega,PlayStation 4,Miscellaneous/Party / Minigame,2019-10-29,62,5.5,2019.0
Disney Classic Games: Aladdin and the Lion King,Nighthawk Interactive,PlayStation 4,Miscellaneous/Compilation,2019-10-29,77,5.2,2019.0
Close to the Sun,Wired Productions/Storm in a Teacup,Xbox One,Adventure/3D/First-Person,2019-10-29,76,5.4,2019.0
Close to the Sun,Wired Productions,Switch,Adventure/3D/First-Person,2019-10-29,55,5.3,2019.0
Resident Evil 5,Capcom,Switch,Action Adventure/Survival,2019-10-29,72,6.6,2019.0
Disgaea 4 Complete+,NIS America,Switch,Strategy/Turn-Based/Tactics,2019-10-29,85,7.2,2019.0
Disney Classic Games: Aladdin and the Lion King,Nighthawk Interactive,Switch,Miscellaneous/Compilation,2019-10-29,75,6.8,2019.0
Super Monkey Ball: Banana Blitz HD,Sega,Switch,Miscellaneous/Party / Minigame,2019-10-29,63,5.0,2019.0
Super Monkey Ball: Banana Blitz HD,Sega,Xbox One,Miscellaneous/Party / Minigame,2019-10-29,70,5.3,2019.0
Dusk Diver,PQube,PlayStation 4,Action/Role-Playing/General/Action RPG,2019-10-29,64,7.1,2019.0
Atelier Ryza: Ever Darkness & the Secret Hideout,Koei Tecmo Games,PlayStation 4,General/Role-Playing/Japanese-Style,2019-10-29,75,8.6,2019.0
Atelier Ryza: Ever Darkness & the Secret Hideout,Koei Tecmo Games,Switch,General/Role-Playing/Japanese-Style,2019-10-29,84,8.4,2019.0
Afterparty,Night School Studio,PC,Adventure/General,2019-10-29,75,6.9,2019.0
Afterparty,Night School Studio/Limited Run Games,PlayStation 4,Adventure/General,2019-10-29,70,6.8,2019.0
Close to the Sun,Wired Productions/Storm in a Teacup,PlayStation 4,Adventure/3D/First-Person,2019-10-29,68,5.3,2019.0
Yakuza 4 Remastered,Sega,PlayStation 4,Action Adventure/Open-World,2019-10-29,78,7.5,2019.0
Luigi's Mansion 3,Nintendo,Switch,Action Adventure/General,2019-10-31,86,8.4,2019.0
Song of Horror,Raiser Games,PC,Action Adventure/Survival,2019-10-31,74,7.2,2019.0
WRC 8 FIA World Rally Championship,Bigben Interactive,Switch,Racing/Arcade/Automobile,2019-10-31,61,5.5,2019.0
Citadel: Forged with Fire,Blue Isle Studios/Solutions 2 GO,Xbox One,Role-Playing/Action RPG,2019-11-01,63,6.0,2019.0
Blacksad: Under the Skin,Microids,PC,Adventure/3D/First-Person,2019-11-05,65,7.7,2019.0
Planet Zoo,Frontier Developments,PC,Strategy/Management/Business / Tycoon,2019-11-05,81,7.9,2019.0
Blacksad: Under the Skin,Microids,Xbox One,Adventure/3D/First-Person,2019-11-05,69,5.9,2019.0
Just Dance 2020,Ubisoft,Switch,Action/Rhythm/Dancing,2019-11-05,74,6.3,2019.0
Conception Plus: Maidens of the Twelve Stars,Spike Chunsoft,PlayStation 4,Role-Playing/Japanese-Style,2019-11-05,62,4.1,2019.0
Valfaris,Big Sugar Films/Big Sugar,PlayStation 4,Action/Platformer/2D,2019-11-05,80,7.0,2019.0
Mario & Sonic at the Olympic Games Tokyo 2020,Sega,Switch,Sports/Individual/Athletics,2019-11-05,69,6.9,2019.0
Audica,Harmonix Music Systems,PC,Action/Rhythm/Music,2019-11-05,77,tbd,2019.0
Red Dead Redemption 2,Rockstar Games,PC,Action Adventure/Open-World,2019-11-05,93,6.7,2019.0
Blacksad: Under the Skin,Microids,PlayStation 4,Adventure/3D/First-Person,2019-11-05,59,6.0,2019.0
Pistol Whip,Cloudhead Games,PC,Action/Shooter/First-Person/Light Gun/Arcade,2019-11-07,83,7.5,2019.0
Ritual: Crown of Horns,Feardemic/Draw Distance,Switch,Action/Shooter/Shoot-'Em-Up/Top-Down,2019-11-07,58,7.3,2019.0
New Super Lucky's Tale,Playful Corp.,Switch,Action/Platformer/3D,2019-11-08,76,7.8,2019.0
The Stretchers,Nintendo,Switch,Action/General,2019-11-08,75,7.2,2019.0
Need for Speed Heat,Electronic Arts,PlayStation 4,Racing/Arcade/Automobile,2019-11-08,72,6.1,2019.0
Need for Speed Heat,Electronic Arts,PC,Racing/Arcade/Automobile,2019-11-08,72,5.6,2019.0
Need for Speed Heat,Electronic Arts,Xbox One,Racing/Arcade/Automobile,2019-11-08,74,6.5,2019.0
Disney Tsum Tsum Festival,Bandai Namco Games,Switch,Miscellaneous/Party / Minigame,2019-11-08,63,4.3,2019.0
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Level 5/Nintendo,Switch,Puzzle/General,2019-11-08,73,6.8,2019.0
Death Stranding,Kojima Productions/Sony Interactive Entertainment,PlayStation 4,Action/Action Adventure/General/Open-World,2019-11-08,82,7.4,2019.0
Romancing SaGa 3,Square Enix,Switch,Role-Playing/Japanese-Style,2019-11-11,73,7.6,2019.0
Romancing SaGa 3,Square Enix,PlayStation 4,Role-Playing/Japanese-Style,2019-11-11,74,6.6,2019.0
The Legend of Bum-bo,Edmund McMillen,PC,Puzzle/Strategy/General,2019-11-12,73,6.4,2019.0
Doctor Who: The Edge Of Time,Playstack,PlayStation 4,Adventure/3D/First-Person,2019-11-12,52,7.1,2019.0
Superliminal,Pillow Castle Games,PC,Adventure/3D/First-Person,2019-11-12,74,7.7,2019.0
VR Ping Pong Pro,Merge Games,PlayStation 4,Sports/Individual/Other,2019-11-12,55,5.3,2019.0
Bee Simulator,Bigben Interactive/Varsav Game Studios,PlayStation 4,Simulation/Action Adventure/General/Open-World,2019-11-12,47,6.5,2019.0
Unity of Command II,2x2 Games,PC,Strategy/Turn-Based/4X,2019-11-12,88,7.6,2019.0
Thief of Thieves: Season One,Skybound Games,Switch,Adventure/General,2019-11-12,47,tbd,2019.0
Bee Simulator,Bigben Interactive/Varsav Game Studios,Xbox One,Simulation/Action Adventure/General/Open-World,2019-11-12,61,5.4,2019.0
Bee Simulator,Bigben Interactive/Varsav Game Studios,Switch,Simulation/Action Adventure/General/Open-World,2019-11-12,65,6.0,2019.0
Terminator: Resistance,Reef Entertainment,PC,Action/Shooter/First-Person/Arcade,2019-11-14,60,8.1,2019.0
Sparklite,Merge Games,Switch,Action Adventure/General,2019-11-14,75,7.7,2019.0
Stormland,Insomniac Games/Oculus Studios,PC,Action Adventure/General/Open-World,2019-11-14,81,7.5,2019.0
Tracks: The Train Set Game,Nov 14/2019,Xbox One,Strategy/Management/Business / Tycoon,2019-11-14,69,5.5,2019.0
Age of Empires II: Definitive Edition,Xbox Game Studios,PC,Strategy/Real-Time/Command,2019-11-14,84,8.8,2019.0
Sparklite,Merge Games,PC,Action Adventure/General,2019-11-14,70,6.4,2019.0
Bee Simulator,Bigben Interactive/Varsav Game Studios,PC,Simulation/Action Adventure/General/Open-World,2019-11-14,58,5.7,2019.0
Sparklite,Merge Games,PlayStation 4,Action Adventure/General,2019-11-14,72,5.9,2019.0
Pokemon Shield,Nintendo,Switch,Role-Playing/Trainer,2019-11-15,80,4.7,2019.0
Valfaris,Big Sugar Films/Big Sugar,Xbox One,Action/Platformer/2D,2019-11-15,80,7.8,2019.0
Pokemon Sword / Shield Dual Pack,Nintendo,Switch,Role-Playing/Trainer,2019-11-15,80,4.4,2019.0
Pokemon Sword,Nintendo,Switch,Role-Playing/Trainer,2019-11-15,80,4.7,2019.0
Sparklite,Merge Games,Xbox One,Action Adventure/General,2019-11-15,73,7.2,2019.0
Golem,Highwire Games/Perp Games,PlayStation 4,Action/Action Adventure/General,2019-11-15,59,6.8,2019.0
Star Wars Jedi: Fallen Order,Electronic Arts,PC,Action/Action Adventure/General,2019-11-15,81,7.9,2019.0
Star Wars Jedi: Fallen Order,Electronic Arts,Xbox One,Action/Action Adventure/General,2019-11-15,81,8.2,2019.0
Star Wars Jedi: Fallen Order,Electronic Arts,PlayStation 4,Action/Action Adventure/General,2019-11-15,79,7.6,2019.0
Kingdom Under Fire II,Gameforge,PC,Strategy/Real-Time/Fantasy/General/Fantasy,2019-11-18,62,5.6,2019.0
Football Manager 2020,Sega,PC,Sports/Team/Soccer/Management,2019-11-18,84,6.1,2019.0
Narcos: Rise of the Cartels,Curve Digital,PlayStation 4,Action/Strategy/Turn-Based/General/Tactics,2019-11-19,59,3.0,2019.0
Bubble Bobble 4 Friends,Taito Corporation/Strictly Limited Games/ININ Games,Switch,Puzzle/Action/Platformer/2D,2019-11-19,68,6.4,2019.0
Shenmue III,Deep Silver/Ys Net,PlayStation 4,Action Adventure/Open-World,2019-11-19,67,7.7,2019.0
Shenmue III,Deep Silver/Ys Net,PC,Action Adventure/Open-World,2019-11-19,69,6.1,2019.0
Narcos: Rise of the Cartels,Curve Digital,PC,Action/Strategy/Turn-Based/General/Tactics,2019-11-19,45,2.6,2019.0
Children of Morta,11 bit studios/Merge Games,Switch,Role-Playing/Adventure/General/Action RPG,2019-11-20,80,8.2,2019.0
Still There,Iceberg Interactive,PC,Adventure/General,2019-11-20,77,7.9,2019.0
Black Future '88,Good Shepherd Entertainment,PC,Action/Shooter/Shoot-'Em-Up/Top-Down,2019-11-21,74,6.7,2019.0
Deemo Reborn,Sony Music Entertainment/Unties,PlayStation 4,Action/Rhythm/Music,2019-11-21,75,7.6,2019.0
Black Future '88,Good Shepherd Entertainment,Switch,Action/Shooter/Shoot-'Em-Up/Top-Down,2019-11-21,75,7.5,2019.0
The Touryst,Shin'en,Switch,Action Adventure/General/Sandbox,2019-11-21,79,7.9,2019.0
Lost Ember,Mooneye Studios,PlayStation 4,Action Adventure/Open-World,2019-11-22,70,7.0,2019.0
Narcos: Rise of the Cartels,Curve Digital,Xbox One,Action/Strategy/Turn-Based/General/Tactics,2019-11-22,63,2.6,2019.0
Sniper Ghost Warrior Contracts,CI Games,PC,Action/Shooter/First-Person/Tactical,2019-11-22,71,6.7,2019.0
Espire 1: VR Operative,Tripwire Interactive/Digital Lode,PC,Action/Shooter/Light Gun,2019-11-22,68,7.4,2019.0
RUNE II: Decapitation Edition,Human Head Studios,PC,Role-Playing/Action RPG,2019-11-22,50,4.7,2019.0
Lost Ember,Mooneye Studios,PC,Action Adventure/Open-World,2019-11-22,78,7.5,2019.0
Sid Meier's Civilization VI,2K Games,Xbox One,Strategy/Turn-Based/4X,2019-11-22,86,6.5,2019.0
Sniper Ghost Warrior Contracts,CI Games,Xbox One,Action/Shooter/First-Person/Tactical,2019-11-22,67,6.2,2019.0
Sniper Ghost Warrior Contracts,CI Games,PlayStation 4,Action/Shooter/First-Person/Tactical,2019-11-22,65,6.3,2019.0
Sid Meier's Civilization VI,2K Games,PlayStation 4,Strategy/Turn-Based/4X,2019-11-22,87,6.7,2019.0
GRIS,Devolver Digital/Limited Run Games,PlayStation 4,Action/Platformer/2D,2019-11-26,82,8.3,2019.0
SD Gundam G Generation Cross Rays,Bandai Namco Games,PC,Action/Strategy/Turn-Based/General/Tactics,2019-11-27,71,7.7,2019.0
Asterix & Obelix XXL 3: The Crystal Menhir,Microids,Xbox One,Action/Action Adventure/Platformer/Linear/3D,2019-11-28,52,5.4,2019.0
Asterix & Obelix XXL 3: The Crystal Menhir,Microids,PlayStation 4,Action/Action Adventure/Platformer/Linear/3D,2019-11-28,59,5.1,2019.0
Where the Water Tastes Like Wine,Serenity Forge,Switch,Miscellaneous/Adventure/General,2019-11-29,69,4.2,2019.0
Heroland,XSEED Games,Switch,Role-Playing/Japanese-Style,2019-12-03,65,tbd,2019.0
Neverwinter Nights: Enhanced Edition,Skybound Games,PlayStation 4,Role-Playing/Western-Style,2019-12-03,63,3.8,2019.0
Blair Witch,Bloober Team,PlayStation 4,Action Adventure/Survival,2019-12-03,65,6.0,2019.0
EarthNight,cleaversoft,Switch,Action/Platformer/2D,2019-12-03,70,7.2,2019.0
Phoenix Point,Snapshot Games Inc.,PC,Strategy/Turn-Based/Tactics,2019-12-03,74,5.8,2019.0
SIMULACRA,Wales Interactive,PlayStation 4,Simulation/Virtual/Virtual Life,2019-12-03,72,3.9,2019.0
Life is Strange 2: Episode 5 - Wolves,Square Enix,PC,Action Adventure/Adventure/General/3D/Third-Person,2019-12-03,83,6.0,2019.0
SIMULACRA,Wales Interactive,Switch,Simulation/Virtual/Virtual Life,2019-12-03,64,tbd,2019.0
Life is Strange 2: Episode 5 - Wolves,Square Enix,PlayStation 4,Action Adventure/Adventure/General/3D/Third-Person,2019-12-03,82,6.3,2019.0
Arise: A Simple Story,Techland,PC,Action/Adventure/General/3D/Third-Person,2019-12-03,79,7.4,2019.0
Arise: A Simple Story,Techland,Xbox One,Action/Adventure/General/3D/Third-Person,2019-12-03,80,8.1,2019.0
Arise: A Simple Story,Techland,PlayStation 4,Action/Adventure/General/3D/Third-Person,2019-12-03,80,7.8,2019.0
Farming Simulator 20,Focus Home Interactive,Switch,Simulation/Virtual/Career,2019-12-03,59,2.2,2019.0
SaGa: Scarlet Grace - Ambitions,Square Enix,PlayStation 4,Role-Playing/Japanese-Style,2019-12-03,76,6.8,2019.0
Heroland,XSEED Games,PlayStation 4,Role-Playing/Japanese-Style,2019-12-03,73,tbd,2019.0
Neverwinter Nights: Enhanced Edition,Skybound Games,Switch,Role-Playing/Western-Style,2019-12-03,56,4.6,2019.0
Halo: Reach Remastered,Xbox Game Studios,PC,Action/Shooter/First-Person/Arcade,2019-12-03,81,7.3,2019.0
SIMULACRA,Wales Interactive,Xbox One,Simulation/Virtual/Virtual Life,2019-12-03,72,tbd,2019.0
